"id","osm_id","name","highway","z_order","xy_start","xy_end","length","distance","speed","travel_time","daytime"
65,62,"Via di Pratale","tertiary",0,"43.7224377,10.4154385","43.7241501,10.4085276","43.7241501,10.4085276",607,25,87,"day"
67,64,"Via di Pratale","tertiary",0,"43.7223211,10.4158478","43.7224377,10.4154385","43.7224377,10.4154385",33,30,4,"day"
69,66,"Via di Pratale","secondary",0,"43.7207928,10.4212975","43.7223211,10.4158478","470.947",472,32,53,"day"
71,68,"Via Pasquale Landi","residential",0,"43.71374469,10.4149109","43.7130799,10.4162781","43.7130799,10.4162781",131,18,26,"day"
72,69,"Via Giovanni Di Simone","tertiary",0,"43.7185484,10.407387","43.7165645,10.4074882","43.7165645,10.4074882",229,14,57,"day"
73,70,"Via Giuseppe Garibaldi","tertiary",0,"43.7155623,10.4126274","43.7147755,10.4089727","307.537",307,11,99,"day"
75,72,"Via Lucchese","tertiary",0,"43.7256677,10.4040832","43.7248799,10.4086442","381.417",382,25,56,"day"
76,73,"Via del Brennero","primary",0,"43.7282595,10.4170385","43.7247798,10.409756","43.7247798,10.409756",710,51,50,"day"
77,74,"Via del Brennero","primary",0,"43.7231936,10.4033686","43.7244051,10.4084819","433.496",432,34,46,"day"
78,75,"Via San Zeno","tertiary",0,"43.7235612,10.4078944","43.7227183,10.406856","43.7227183,10.406856",123,17,26,"day"
79,76,"Via Filippo Buonarroti","tertiary",0,"43.7227183,10.406856","43.719991,10.4073511","313.618",315,25,45,"day"
80,77,"Largo Bruno Pontecorvo","tertiary",0,"43.719991,10.4073511","43.7194857,10.4073934","43.7194857,10.4073934",57,19,11,"day"
81,78,"Via Filippo Buonarroti","tertiary",0,"43.7194857,10.4073934","43.7185484,10.407387","43.7185484,10.407387",104,29,13,"day"
82,79,"Via Alberto Paparelli","secondary",0,"43.7244612,10.4099984","43.723107,10.4150306","432.512",428,38,41,"day"
83,80,"Via Mahatma Gandhi","secondary",0,"43.7246497,10.4160267","43.7233343,10.4156571","43.7233343,10.4156571",152,42,13,"day"
84,81,"Via Angelo Battelli","residential",0,"43.7228517,10.413959","43.7203783,10.4119035","321.072",321,30,39,"day"
85,82,"Via Giuseppe Moruzzi","secondary",0,"43.720509,10.42203","43.719849,10.4232674","43.719849,10.4232674",124,41,11,"day"
86,83,"Via Alessandro Volpi","secondary",0,"43.7194789,10.4203308","43.7205091,10.4215981","158.606",156,12,47,"day"
87,84,"Via Giuseppe Garibaldi","tertiary",0,"43.7155623,10.4126274","43.7183882,10.4185568","43.7183882,10.4185568",580,22,93,"day"
88,85,"Ponte della Fortezza","tertiary",0,"43.7138628, 10.4084460","43.7131101,10.4078224","43.7131101,10.4078224",98,17,21,"day"
89,86,"Via Santa Marta","tertiary",0,"43.71401691, 10.4085360","43.7147794, 10.4089545","43.7147794, 10.4089545",443,12,133,"day"
90,87,"Via Pasquale Landi","residential",0,"43.713176, 10.416209","43.7137486, 10.4149428","43.7137486, 10.4149428",121,17,26,"day"
91,88,"Via Enrico Betti","residential",0,"43.7147767,10.4154706","43.71468606,10.4147375","43.71468606,10.4147375",61,18,12,"day"
92,89,"Largo Concetto Marchesi","residential",0,"43.7149967,10.4186284","43.7147767,10.4154706","255.747",258,18,53,"day"
93,90,"Via Guido De Ruggiero","tertiary",0,"43.7135666,10.4279586","43.7148018,10.4228048","440.926",440,34,47,"day"
95,92,"Via Guido De Ruggiero","tertiary",0,"43.7148018,10.4228048","43.7135666,10.4279586","440.926",440,31,51,"day"
1,95,"Via Manara Valgimigli","tertiary",0,"43.7148018, 10.4228048","43.7150819, 10.418705","43.7150819, 10.418705",330,15,79,"day"
2,96,"Via Manara Valgimigli","tertiary",0,"43.7149967,10.4186284","43.7148018,10.4228048","43.7148018,10.4228048",338,12,105,"day"
